nationalite,studio,timing,title,titre_original,entrees_fr,num_actors,actor_1,actor_2,actor_3,num_director,director_1,director_2,director_3,popularity_actor_1,popularity_actor_2,popularity_actor_3,popularity_director_1,popularity_director_2,continents
 Turquie, ARP Sélection ,147,Les Promesses d’Hasan,Bağlılık Hasan,5671,3,Umut Karadağ,Filiz Bozok,Mahir Günşiray,2,Semih Kaplanoğlu,Semih Kaplanoğlu,,457.0,851.0,1262.0,,269.0,Asie
 Cambodge, Les Films du Losange ,90,White Building,Bodeng Sar,2315,3,Piseth Chhun,Sithan Hout,Sokha Uk,3,Kavich Neang,Kavich Neang,Daniel Mattes,458.0,852.0,1263.0,838.0,270.0,Asie
 France, Cinéma Saint-André des Arts ,60,La Louve,La Lupa,72,3,Jessica Mazzoli,Pierre-Yves Massip,Carolina Vinci,4,Manon Décor,Michele Salimbeni,Manon Décor,459.0,853.0,1264.0,271.0,665.0,Europe
 Israël, Dulac Distribution ,94,My Kid,Here We Are,4244,3,Shai Avivi,Noam Imber,Smadi Wolfman,2,Nir Bergman,Dana Idisis,,460.0,854.0,1265.0,,666.0,Asie
 Liban, JHR Films / Jour2Fête ,116,Face à la mer,Albahr 'amamakum,1136,3,Manal Issa,Roger Azar,Yara Abou Haidar,2,Ely Dagher,Ely Dagher,,461.0,108.0,1266.0,,272.0,Asie
 Uruguay, Eurozoom ,106,Employé / patron,El Empleado Y El Patron,5472,3,Nahuel Perez Biscayart,Cristian Borges,Justina Bustos,2,Manuel Nieto Zas,Manuel Nieto Zas,,80.0,855.0,1267.0,,273.0,Amérique du Sud
 Allemagne, Metropolitan FilmExport ,103,Monster Family : en route pour l'aventure !,Happy Family 2,21493,3,Emily Watson,Nick Frost,Jessica Brown Findlay,3,Holger Tappe,David Safier,Abraham Katz,462.0,856.0,1268.0,839.0,667.0,Europe
 Inde, Friday Entertainment ,168,Vamshajan,Varisu,15401,3,Joseph Vijay,Rashmika Mandanna, Shaam,3,Vamshi Paidipally,Vamshi Paidipally, Hari,463.0,857.0,1269.0,840.0,274.0,Asie
 Japon, Eurozoom ,71,On-Gaku : Notre Rock !,On-Gaku: Our Sound,1007,3,Shintarô Sakamoto,Ren Komai,Tomoya Maeno,2,Kenji Iwaisawa,Kenji Iwaisawa,,464.0,858.0,1270.0,,275.0,Asie
 Thaïlande, Damned Distribution ,118,Anatomy of Time,Wela,250,3,Thaveeratana Leelanuja,Prapamonton Eiamchan,Sorabodee Changsiri,2,Jakrawal Nilthamrong,Jakrawal Nilthamrong,,465.0,859.0,1271.0,,276.0,Asie
 Allemagne, Gebeka Films ,75,L’Anniversaire de Tommy,Best Birthday Ever,9205,3,Fanny Roy,Jennifer Saunders,David Macaluso,2,Michael Ekbladh,Aje Brücken,,466.0,860.0,1272.0,,668.0,Europe
 Israël, Pyramide Distribution ,101,Et il y eut un matin,Vayehi Boker,9743,3,Alex Bachri,Juna Suleiman,Salim Daw,2,Eran Kolirin,Eran Kolirin,,467.0,861.0,1273.0,,277.0,Asie
 Lésotho, Arizona Distribution ,120,L’ Indomptable feu du printemps,"This Is Not a Burial, It's a Resurrection",1874,3,Mary Twala,Jerry Mofokeng,Makhaola Ndebele,2,Lemohang Jeremiah Mosese,Lemohang Jeremiah Mosese,,468.0,862.0,1274.0,,278.0,Afrique
 Brésil, Jour2fête ,80,To Kill the Beast,Matar a la Bestia,593,3,Tamara Rocca,Ana Brun,João Miguel,2,Agustina San Martín,Agustina San Martín,,469.0,863.0,1275.0,,279.0,Amérique du Sud
 Portugal, Alfama Films ,81,Elle s'appelle Barbara,A Noiva,298,3,Joana Bernardo,Hugo Bentes,Lola Dueñas,2,Sérgio Tréfaut,Sérgio Tréfaut,,470.0,864.0,1276.0,,280.0,Europe
 France, Survivance ,85,Le grand mouvement,El Gran Movimiento,2836,3,Julio César Ticona,Max Bautista Uchasara,Francisca Arce de Aro,2,Kiro Russo,Kiro Russo,,471.0,865.0,1277.0,,281.0,Europe
 Brésil, Tamasa Distribution ,93,Memory House,Casa de Antiguidades,125,3,Antonio Pitanga,Ana Flavia Cavalcanti,Soren Hellerup,3,João Paulo Miranda Maria,João Paulo Miranda Maria,Felipe Sholl,472.0,866.0,1278.0,841.0,282.0,Amérique du Sud
 Brésil, Optimale Distribution ,110,Vent chaud,Vento Seco,1033,3,Leandro Faria Lelo,Allan Jacinto Santana,Renata Carvalho,2,Daniel Nolasco,Daniel Nolasco,,473.0,867.0,1279.0,,283.0,Amérique du Sud
 Slovaquie, Les Alchimistes ,93,107 Mothers,Cenzorka,584,3,Maryna Klimova,Iryna Kiryazeva,Lyubov Vasylyna,3,Péter Kerekes,Ivan Ostrochovský,Péter Kerekes,474.0,868.0,1280.0,284.0,669.0,Europe
 Portugal, Alfama Films ,140,L'Ordre moral,Ordem Moral,2014,3,Maria de Medeiros,Marcello Urgeghe,João Luís Arrais,2,Mario Barroso,Carlos Saboga,,475.0,869.0,1281.0,,670.0,Europe
 Grande-Bretagne, KMBO ,46,Noël avec les frères Koalas,The Koala Brothers' Christmas,5286,0,,,,1,Tobias Fouracre,,,,,,,,Europe
 Chili, Outplay Films ,71,Les Sentiers de l'oubli,La Nave del Olvido,395,3,Rosa Ramírez Ríos,Romana Satt,Gabriela Arancibia,2,Nicol Ruiz Benavides,Nicol Ruiz Benavides,,476.0,870.0,1282.0,,285.0,Amérique du Sud
 Italie, Pyramide Distribution ,91,Sème le vent,Semina il vento,1905,3,Yile Yara Vianello,Feliciana Sibilano,Caterina Valente,3,Danilo Caputo,Danilo Caputo,Milena Magnani,477.0,871.0,1283.0,842.0,286.0,Europe
 Israël, Nour Films ,102,La Mort du cinéma et de mon père aussi,The Death of Cinema and My Father Too,793,3,Marek Rozenbaum,Roni Kuban,Ina Rosenberg,3,Dani Rosenberg,Dani Rosenberg,Itay Kohay,478.0,872.0,1284.0,843.0,287.0,Asie
 kazakhstan, Alfama Films ,105,Poet,Akyn,1350,3,Yerdos Kanaev,Gulmira Khasanova,Klara Kabylgazina,2,Darezhan Omirbayev,Darezhan Omirbayev,,479.0,873.0,1285.0,,288.0,Asie
 Hongrie, Nour Films ,103,Natural Light,Természetes fény,1901,3,Ferenc Szabó,László Bajkó,Tamás Garbacz,2,Dénes Nagy,Dénes Nagy,,480.0,874.0,1286.0,,289.0,Europe
 Costa Rica, Epicentre Films ,92,Domingo et la brume,Domingo Y La Niebla,1446,3,Carlos Ureña,Sylvia Sossa,Esteban Brenes Serrano,2,Ariel Escalante Meza,Ariel Escalante Meza,,481.0,875.0,1287.0,,290.0,Amérique du Nord
 Turquie, Moonlight Films Distribution ,85,Anatolia,Okul Tıraşı,926,3,Samet Yıldız,Ekin Koç,Mahir İpek,3,Ferit Karahan,Ferit Karahan,Gülistan Acet,482.0,90.0,1288.0,844.0,291.0,Asie
 Allemagne, Shellac ,119,Rabiye Kurnaz contre George W. Bush,Rabiye Kurnaz gegen George W. Bush,412,3,Meltem Kaptan,Alexander Scheer,Charly Hübner,2,Andreas Dresen,Laila Stieler,,483.0,876.0,1289.0,,671.0,Europe
 Suisse, New Story ,92,Jungle rouge,Red Jungle,2575,3,Álvaro Bayona,Vera Mercado,Patricia Tamayo,4,Juan José Lozano,Zoltan Horvath,Juan José Lozano,484.0,877.0,1290.0,292.0,672.0,Europe
 U.S.A., Capricci Films ,213,Les Travaux et les Jours - Partie 1,The Works And Days (Of Tayoko Shiojiri In The Shiotani Basin) Part 1,840,3,Tayoko Shiojiri,Hiroharu Shikata,Ryô Kase,4,Anders Edström,C.W. Winter,C.W. Winter,485.0,878.0,1291.0,322.0,322.0,Amérique du Nord
 Espagne, Eurozoom ,95,Le Roi du monde,El rey de todo el mundo,1140,3,Ana de la Reguera,Manuel Garcia-Rulfo,Isaac Hernández,2,Carlos Saura,Carlos Saura,,58.0,879.0,1292.0,,293.0,Europe
 Grèce, Bodega Films ,90,Apples,Mila,414,3,Aris Servetalis,Sofia Georgovassili,Anna Kalaitzidou,3,Christos Nikou,Christos Nikou,Stavros Raptis,486.0,880.0,1293.0,845.0,294.0,Europe
 Portugal, Shellac ,98,Journal de Tûoa,Diários de Otsoga,2687,3,Crista Alfaiate,Carloto Cotta,João Nunes Monteiro,4,Miguel Gomes,Maureen Fazendeiro,Mariana Ricardo,487.0,881.0,1294.0,846.0,673.0,Europe
 Chine, Norte Distribution ,101,The Cloud in Her Room,Ta fang jian li de yun,1045,3,Jin Jing,Zhou Chen,Ye Hongming,2,Zheng Lu Xinyuan,Zheng Lu Xinyuan,,488.0,882.0,1295.0,,295.0,Asie
 Géorgie, Why Not Productions ,125,Au commencement,Dasatskisi,180,3,Ia Sukhitashvili,Kakha Kintsurashvili,Rati Oneli,3,Dea Kulumbegashvili,Dea Kulumbegashvili,Rati Oneli,489.0,883.0,1296.0,847.0,296.0,Europe
 Mexique, Bobine Films ,91,Nudo mixteco : trois destins de femmes,Nudo mixteco,69,3,Sonia Couoh,Noé Hernandez,Myriam Bravo,2,Ángeles Cruz,Ángeles Cruz,,490.0,884.0,1297.0,,297.0,Amérique du Nord
 Espagne, La Fabrica Nocturna Cinéma ,97,L'Esprit sacré,Espíritu sagrado,774,3,Nacho Fernández,Llum Arques,Joanna Valverde,2,Chema Garcia Ibarra,Chema Garcia Ibarra,,491.0,885.0,1298.0,,298.0,Europe
 Cambodge, Local Films ,82,Les Affluents,Coalesce,1186,3,Songsa Sek,Phearum Eang,Rithy Rom,2,Jessé Miceli,Jessé Miceli,,492.0,886.0,1299.0,,299.0,Asie
 Ukraine, Wayna Pitch ,122,Jeunesse en sursis,Stop-Zemlia,314,3,Maria Fedorchenko,Arsenii Markov,Yana Isaienko,2,Kateryna Gornostai,Kateryna Gornostai,,493.0,887.0,1300.0,,300.0,Europe
 Espagne, Saje Distribution ,101,Ce ne sera pas notre dernier Noël,Tengamos la fiesta en paz,917,3,Carlos Aguillo,Teresa Ferrer,Mamen García,2,Juan Manuel Cotelo,Juan Manuel Cotelo,,494.0,888.0,1301.0,,301.0,Europe
 Finlande, Urban Distribution ,82,Any Day Now,Ensilumi,299,3,Aran-Sina Keshvari,Shahab Hosseini,Shabnam Ghorbani,3,Hamy Ramezan,Hamy Ramezan,Antti Rautava,495.0,889.0,1302.0,848.0,302.0,Europe
 U.S.A.,"
385 entrées
",60,"Barbie : Grande Ville, Grands Rêves","Barbie: Big City, Big Dreams",391,3,America Young,Greg Chun,Kirsten Day,3,Scott Pleydell-Pearce,Christopher Keenan,Kate Splaine,496.0,890.0,1303.0,849.0,674.0,Amérique du Nord
 Chine, ASC Distribution ,104,Grand frère,Wisdom Tooth,414,3,Lu Celeste,Wu Xiaoliang,Jiajia Wang,2,Liang Ming,Liang Ming,,497.0,891.0,1304.0,,303.0,Asie
 Autriche, Les Films du Losange ,102,Oskar et Lily,Ein bisschen bleiben wir noch,1324,3,Leopold Pallua,Rosa Zant,Anna Fenderl,2,Arash T. Riahi,Arash T. Riahi,,498.0,892.0,1305.0,,304.0,Europe
 France, Cinéma Saint-André des Arts ,88,Le Voyage d'Ana,El Viaje de Ana,108,3,Astrid Adverbe,Dimitra Kontou,Maritza Gonzalez,2,Pamela Varela,Pamela Varela,,499.0,893.0,1306.0,,305.0,Europe
 Inde, Night ed films ,114,Radhe,Radhe: Your Most Wanted Bhai,196,3,Salman Khan,Disha Patani,Sapna Pabbi,3,Prabhu Deva, A.C. Mughil,Vijay Maurya,500.0,894.0,1307.0,850.0,675.0,Asie
