,titre,budget,duree,entrees_fr,franchise,genres,pegi_fr,pegi_usa,entrees_usa,salles_fr,studio,estimation,is_compositeur,annee,origine
757,en cloque mode d'emploi,30000000,129,117583,0,comédie, Tous publics ,R,30690990.0,344,paramount,,0,2007,etats-unis
758,en corps,7780000,120,332971,0,comédie dramatique, Tous publics ,,,413,studiocanal,,0,2022,france
759,en direct sur edtv,60000000,123,86057,0,comédie, Tous publics ,PG,8311290.0,299,uip,,0,1999,etats-unis
760,en eaux (très) troubles,129000000,116,696823,1,aventure - action, Tous publics ,PG,30002735.0,553,warner bros.,,0,2023,etats-unis
761,en eaux troubles (2018),130000000,114,710798,1,aventure - action, Tous publics ,PG,45402195.0,428,warner bros.,,0,2018,etats-unis
762,en liberté !,8000000,108,328195,0,comédie, Tous publics ,,,360,memento films,,0,2018,france
763,en roue libre,3000000,89,36624,0,comédie, Tous publics ,,,171,memento films,,0,2022,france
764,en route !,135000000,94,311292,0,animation, Tous publics ,PG,52107731.0,615,20th century fox,,0,2015,etats-unis
765,en sursis,25000000,100,271694,0,aventure - action, Moins de 12 ans ,R,16521468.0,337,warner bros.,,0,2003,etats-unis
766,en territoire ennemi,35000000,106,103872,0,guerre,,PG,18736133.0,312,ufd,,0,2002,etats-unis
767,end of watch,7000000,108,67342,0,thriller, Moins de 12 ans ,R,13152683.0,146,metropolitan,,0,2012,etats-unis
768,endiablé,48000000,84,168696,0,comédie, Tous publics ,PG,13106526.0,297,ufd,,0,2001,etats-unis
769,enfin veuve,7614488,97,619085,0,comédie, Tous publics ,,,479,gaumont,,0,2008,france
770,ennemi d'etat,90000000,133,605801,0,aventure - action, Tous publics ,R,20038573.0,500,gbvi,,0,1999,etats-unis
771,ennemis rapprochés,80000000,111,471679,0,thriller, Tous publics ,R,14274503.0,411,columbia,,1,1997,etats-unis
772,enragé,33000000,90,144754,0,thriller, Moins de 12 ans ,R,4000761.0,269,snd,,0,2020,etats-unis
773,"ensemble, c'est tout",12215023,97,657191,0,romance, Tous publics ,,,389,pathé,,0,2007,france
774,entourage,27500000,104,24573,0,comédie, Tous publics ,R,10283250.0,59,warner bros.,,0,2015,etats-unis
775,entre amis,12561869,90,301214,0,comédie, Tous publics ,,,365,pathé,,0,2015,france
776,entre ciel et terre,33000000,140,125175,0,guerre, Moins de 12 ans ,PG,1703179.0,173,warner bros.,,0,1994,etats-unis
777,entre deux rives,40000000,105,132903,0,romance,,PG,13616196.0,131,warner bros.,,0,2006,etats-unis
778,entretien avec un vampire,50000000,123,495935,0,aventure - action, Moins de 12 ans ,R,36389705.0,319,warner bros.,,0,1994,etats-unis
779,enzo le croco,50000000,106,132431,0,film familial, Tous publics ,PG,11401182.0,494,sony pictures,,0,2022,etats-unis
780,epic : la bataille du royaume secret,100000000,102,413571,0,animation, Tous publics ,PG,33531068.0,629,20th century fox,,1,2013,etats-unis
781,epouse-moi mon pote,5234970,92,970435,0,comédie, Tous publics ,,,513,studiocanal,,0,2017,france
782,equalizer,55000000,128,315099,1,thriller, Moins de 12 ans ,R,34137828.0,377,sony pictures,,0,2014,etats-unis
783,equalizer 3,70000000,109,378764,1,aventure - action, Moins de 12 ans ,R,34604229.0,511,sony pictures,,0,2023,etats-unis
784,eragon,100000000,105,792503,0,fantasy, Tous publics ,PG,23239907.0,754,20th century fox,,0,2006,etats-unis
785,erin brockovich,52000000,131,668065,0,drame, Tous publics ,R,28138465.0,571,columbia,,1,2000,etats-unis
786,ernest et célestine,8946986,79,170049,0,animation, Tous publics ,PG,13078.0,489,studiocanal,,0,2012,france
787,ernest et célestine : le voyage en charabie,513270,79,171967,0,animation, Tous publics ,,,607,studiocanal,,0,2022,france
788,escrocs mais pas trop,18000000,95,369372,0,comédie, Tous publics ,PG,3880723.0,405,pyramide,,0,2000,etats-unis
789,espion et demi,70000000,97,108025,0,comédie,,PG,12752803.0,238,columbia,,0,2003,etats-unis
790,esprit de famille,18000000,102,189085,0,comédie, Tous publics ,PG,12521027.0,197,20th century fox,,0,2005,etats-unis
791,esprits rebelles,26000000,99,401050,0,drame, Tous publics ,R,14931503.0,250,gbvi,,0,1996,etats-unis
792,et après,10520000,107,161400,0,thriller, Tous publics ,,,249,mars distribution,,1,2009,france
793,et l'homme créa la femme,90000000,93,165836,0,comédie, Tous publics ,PG,21406781.0,299,uip,,0,2004,etats-unis
794,et la fête continue !,203878,106,78090,0,comédie dramatique, Tous publics ,,,193,diaphana,,0,2023,france
795,et si c'était vrai,58000000,95,294433,0,romance,,PG,16408718.0,443,uip,,0,2005,etats-unis
796,et si on vivait tous ensemble ?,7000000,96,186533,0,comédie, Tous publics ,,12887.0,251,bac films,,0,2012,france
797,et ta soeur,3412357,95,81813,0,comédie dramatique, Tous publics ,,,251,le pacte,,0,2016,france
798,eternal sunshine of the spotless mind,35000000,108,158850,0,comédie, Tous publics ,R,8175198.0,175,uip,,0,2004,etats-unis
799,eternité,126023,115,50697,0,drame, Tous publics ,,,101,pathé,,0,2016,france
800,etreintes brisées,18000000,127,295775,0,drame, Tous publics ,R,107111.0,288,pathé,,0,2009,Autre
801,eva,5240000,100,87548,0,drame, Tous publics ,,,195,europacorp,,0,2018,france
802,evan tout puissant,175000000,96,150994,1,comédie, Tous publics ,PG,31192615.0,395,paramount,,0,2007,etats-unis
803,evasion,70000000,116,196671,0,aventure - action, Tous publics ,R,9885732.0,196,snd,,0,2013,etats-unis
804,"event horizon, le vaisseau de l'au-delà",70000000,96,67488,0,science fiction, Moins de 12 ans ,R,9511915.0,128,uip,,0,1998,etats-unis
805,everest (2015),55000000,122,313160,0,thriller,,PG,13242895.0,376,universal,,0,2015,etats-unis
806,every thing will be fine,8500000,115,32241,0,drame, Tous publics ,,,102,bac films,,1,2015,Autre
807,everybody knows,11800000,130,391207,0,thriller, Tous publics ,R,71207.0,410,memento films,,0,2018,Autre
808,everything everywhere all at once,25000000,139,132121,0,comédie, Tous publics ,R,6059263.0,633,pathé,,0,2022,etats-unis
809,evil dead iii - l'armée des ténèbres,11000000,96,63433,1,horreur, Moins de 12 ans ,R,4424535.0,72,metropolitan,,0,1994,etats-unis
810,evolution,80000000,102,399608,0,comédie, Tous publics ,PG,13408351.0,539,columbia,,0,2001,etats-unis
811,excalibur- l'epée magique,40000000,85,44982,0,animation,,G,6041602.0,145,warner bros.,,0,1998,etats-unis
812,exils,1710000,103,120805,0,drame, Tous publics ,,,186,pyramide,,0,2004,france
813,exodus: gods and kings,140000000,150,783838,0,péplum, Tous publics ,PG,24115934.0,544,20th century fox,,0,2014,etats-unis
814,expend4bles,100000000,103,154647,1,aventure - action, Moins de 12 ans ,R,8039021.0,504,metropolitan,,0,2023,etats-unis
815,expendables 2: unité spéciale,100000000,102,935219,1,aventure - action, Moins de 12 ans ,R,28591370.0,535,metropolitan,,1,2012,etats-unis
816,expendables : unité spéciale,80000000,105,773121,1,aventure - action, Moins de 12 ans ,R,34825135.0,445,metropolitan,,1,2010,etats-unis
817,extrêmement fort et incroyablement près,70000000,129,134454,0,drame, Tous publics ,PG,10045332.0,300,warner bros.,,1,2012,etats-unis
818,eyes wide shut,65000000,159,612882,0,drame, Tous publics ,R,21706163.0,591,warner bros.,,0,1999,etats-unis
819,eyes of war,40367,96,24140,0,guerre, Tous publics ,,,81,bac films,,0,2010,Autre
820,eyjafjallajökull,23129212,92,545928,0,comédie, Tous publics ,,,645,mars distribution,,0,2013,france
821,f.b.i fausses blondes infiltrées,37000000,109,129829,0,comédie, Tous publics ,PG,19676748.0,203,gaumont sony,,0,2004,etats-unis
822,fahim,9000000,107,115825,0,drame, Tous publics ,,,306,wild bunch,,0,2019,france
823,fair game (2010),22000000,106,117377,0,thriller, Tous publics ,,651082.0,193,ugc distribution,,0,2010,etats-unis
824,family man,60000000,125,155673,0,romance, Tous publics ,PG,10554960.0,312,metropolitan,,1,2000,etats-unis
825,fanfan la tulipe,21740000,95,473568,0,comédie, Tous publics ,,,730,europacorp,,0,2003,france
826,fantastic mr. fox,40000000,87,128167,0,animation, Tous publics ,PG,6965267.0,147,20th century fox,,1,2010,etats-unis
827,fantômes contre fantômes,30000000,100,99119,0,horreur, Moins de 12 ans ,R,5565495.0,157,uip,,1,1997,etats-unis
828,fargo,7000000,97,125303,0,thriller, Moins de 12 ans ,R,2536491.0,106,polygram,,0,1996,etats-unis
829,farinelli,8900000,116,213187,0,comédie dramatique,,,,94,bac films,,0,1994,france
830,fashion victime,30000000,109,86639,0,romance,,PG,35648740.0,186,gbvi,,0,2002,etats-unis
831,fast & furious 3: tokyo drift,85000000,90,320808,1,aventure - action,,,23973840.0,448,uip,,1,2006,etats-unis
832,fast & furious 4,85000000,99,1020741,1,aventure - action, Tous publics ,PG,70950500.0,488,universal,,1,2009,etats-unis
833,fast & furious 5,125000000,130,1179765,1,aventure - action, Tous publics ,PG,86198765.0,500,universal,,1,2011,etats-unis
834,fast & furious 6,160000000,130,1546806,1,aventure - action, Tous publics ,PG,97375245.0,624,universal,,1,2013,etats-unis
835,fast & furious 7,190000000,140,2158508,1,aventure - action, Tous publics ,PG,147187040.0,710,universal,,1,2015,etats-unis
836,fast & furious 8,250000000,136,1861108,1,aventure - action, Tous publics ,PG,98786705.0,713,universal,,1,2017,etats-unis
837,fast & furious 9,200000000,143,1301589,1,aventure - action, Tous publics ,PG,70043165.0,756,universal,,1,2021,etats-unis
838,fast & furious : hobbs & shaw,200000000,136,1131141,0,aventure - action,,PG,60038950.0,809,universal,,1,2019,etats-unis
839,fast & furious x,340000000,141,1140846,1,aventure - action, Tous publics ,PG,67017410.0,813,universal,,1,2023,etats-unis
840,fast and furious,38000000,107,378261,1,aventure - action, Tous publics ,PG,40089015.0,397,uip,,0,2001,etats-unis
841,faubourg 36,28836884,120,438976,0,comédie, Tous publics ,PG,44690.0,594,pathé,,0,2008,france
842,fausses rumeurs,24000000,90,68705,0,drame,,R,2321729.0,131,warner bros.,,0,2000,etats-unis
843,fauteuils d'orchestre,8000000,106,601163,0,comédie, Tous publics ,PG,29377.0,405,mars distribution,,0,2006,france
844,fences,24000000,138,65336,0,drame, Tous publics ,PG,6688105.0,150,paramount,,0,2017,etats-unis
845,fenêtre secrète,40000000,96,277963,0,thriller, Tous publics ,PG,18237568.0,399,columbia,,0,2004,etats-unis
846,fight club,63000000,135,381606,0,aventure - action, Moins de 16 ans ,R,11035485.0,396,ufd,,0,1999,etats-unis
847,fighter,20000000,114,137534,0,drame, Tous publics ,R,12135468.0,200,metropolitan,,0,2011,etats-unis
848,"final fantasy, les créatures de l'esprit",145000000,106,774733,0,animation, Tous publics ,PG,11408853.0,565,columbia,,0,2001,etats-unis
849,firestarter (2022),12000000,94,75109,0,fantasy, Tous publics ,R,3827715.0,337,universal,,0,2022,etats-unis
850,firewall,60000000,105,77647,0,thriller,,PG,13635463.0,202,warner bros.,,1,2006,etats-unis
851,first man - le premier homme sur la lune,59000000,140,318668,0,drame,,PG,16006065.0,449,universal,,0,2018,etats-unis
852,fish tank,3000000,122,66606,0,drame, Tous publics ,,25854.0,98,mk2 diffusion,,0,2009,etats-unis
853,fleuve noir,7690000,114,117809,0,thriller,,,,237,mars distribution,,0,2018,france
854,flic de haut vol,36000000,94,140162,0,aventure - action, Tous publics ,PG,19208806.0,282,columbia,,0,1999,etats-unis
855,flight,31000000,138,274127,0,drame, Tous publics ,R,24900566.0,378,paramount,,1,2013,etats-unis
856,flight plan,55000000,93,379588,0,aventure - action,,PG,24629938.0,423,walt disney pictures,,1,2005,etats-unis
857,flirter avec les embrouilles,7000000,92,22432,0,comédie, Tous publics ,R,3021024.0,80,,,0,1996,etats-unis
858,florence foster jenkins,19000000,110,55876,0,comédie dramatique, Tous publics ,PG,6601313.0,177,pathé,,1,2016,Autre
859,floride,7973679,110,177102,0,comédie dramatique, Tous publics ,,,308,gaumont,,0,2015,france
860,flubber,70000000,93,301651,0,film familial, Tous publics ,PG,26725207.0,494,gbvi,,1,1998,etats-unis
861,fly me to the moon,25000000,87,101548,0,animation, Tous publics ,G,1900523.0,51,mk2 diffusion,,0,2008,Autre
862,fonzy,7902156,103,226676,0,comédie, Tous publics ,,,321,studiocanal,,0,2013,france
863,forever young,21000000,102,285642,0,aventure - action, Tous publics ,PG,5609875.0,188,warner bros.,,1,1993,etats-unis
864,forrest gump,55000000,140,500885,0,comédie, Tous publics ,PG,24450602.0,331,uip,,1,1994,etats-unis
865,fortress,8000000,88,327787,0,science fiction,,R,4040711.0,327,columbia,,0,1993,etats-unis
866,fourmi,6150000,105,64216,0,comédie dramatique, Tous publics ,,,338,mars distribution,,0,2019,france
867,fourmiz,60000000,79,421717,0,animation, Tous publics ,PG,17195160.0,436,uip,,0,1998,etats-unis
868,fous d'irène,52000000,117,383417,0,comédie, Tous publics ,R,24209385.0,485,ufd,,0,2000,etats-unis
869,foxcatcher,24000000,134,80741,0,comédie dramatique,,R,980000.0,170,mars distribution,,0,2015,etats-unis
870,france,5700000,134,75033,0,comédie dramatique, Tous publics ,,5811.0,378,arp selection,,0,2021,france
871,frances ha,4063238,86,56547,0,comédie dramatique, Tous publics ,R,137398.0,84,memento films,,0,2013,etats-unis
872,frankenstein,45000000,128,510869,0,fantasy, Moins de 12 ans ,R,11212889.0,294,columbia,,0,1995,etats-unis
873,frankenweenie,39000000,87,326230,0,animation, Tous publics ,PG,11412213.0,399,walt disney pictures,,1,2012,etats-unis
874,frantz,9474971,113,161533,0,drame, Tous publics ,PG,18745.0,210,mars distribution,,0,2016,france
875,freaky,5000000,101,33783,0,comédie, Moins de 12 ans ,R,3600355.0,218,universal,,0,2021,etats-unis
876,freaky friday - dans la peau de ma mère,26000000,97,243106,0,film familial, Tous publics ,PG,22203007.0,268,gbvi,,0,2003,etats-unis
877,freddy - les griffes de la nuit (2010),35000000,90,292939,0,horreur, Moins de 12 ans ,R,32902299.0,244,warner bros.,,0,2010,etats-unis
878,free guy,125000000,115,174093,0,comédie, Tous publics ,PG,28365416.0,435,walt disney pictures,,0,2021,etats-unis
879,free state of jones,65000000,139,68009,0,aventure - action, Tous publics ,R,7572206.0,251,metropolitan,,0,2016,etats-unis
880,french kiss,46000000,111,204462,0,romance, Tous publics ,PG,9018022.0,206,pan-européenne,,1,1995,etats-unis
881,frida,12000000,120,102767,0,drame,,R,2369554.0,96,tfm distribution,,0,2003,etats-unis
882,friends with kids,10000000,106,65517,0,comédie, Tous publics ,R,1454753.0,220,metropolitan,,0,2012,etats-unis
883,fright night,30000000,106,107771,0,fantasy, Moins de 12 ans ,R,7714388.0,242,walt disney pictures,,0,2011,etats-unis
884,from hell,35000000,123,281170,0,thriller, Moins de 12 ans ,R,11014818.0,298,ufd,,0,2002,etats-unis
885,from paris with love,42000000,92,201554,0,aventure - action, Tous publics ,R,8158860.0,437,europacorp,,0,2010,france
886,frost nixon l'heure de vérité,25000000,122,31005,0,drame, Tous publics ,R,3022250.0,80,studiocanal,,1,2009,etats-unis
887,frère des ours,46000000,85,706876,0,animation, Tous publics ,G,19404492.0,781,gbvi,,0,2004,etats-unis
888,fréquence interdite,31000000,108,117703,0,thriller, Tous publics ,PG,9025584.0,209,metropolitan,,0,2000,etats-unis
889,full frontal,2000000,112,38841,0,comédie dramatique, Tous publics ,,739834.0,123,tfm distribution,,0,2002,etats-unis
890,funny people,75000000,136,34650,0,comédie, Tous publics ,R,22657780.0,114,universal,,0,2009,etats-unis
891,furtif,100000000,121,185384,0,aventure - action,,PG,13251545.0,404,gaumont sony,,0,2005,etats-unis
892,fury,68000000,134,339311,0,guerre, Moins de 12 ans ,R,23702421.0,415,sony pictures,,0,2014,etats-unis
893,fusion - the core,85000000,134,105390,0,catastrophe,,PG,12053131.0,243,uip,,0,2003,etats-unis
894,g.i. joe - le réveil du cobra,175000000,118,463111,1,aventure - action, Tous publics ,PG,54713046.0,514,paramount,,1,2009,etats-unis
895,g.i. joe : conspiration,130000000,111,437058,1,aventure - action, Tous publics ,PG,40501814.0,487,paramount,,0,2013,etats-unis
896,gabrielle,5320000,90,103731,0,drame,,,30676.0,130,mars distribution,,0,2005,france
897,gainsbourg - (vie héroïque),16304796,130,511713,0,comédie dramatique, Tous publics ,,25189.0,499,universal,,0,2010,france
898,game night,37000000,100,75209,0,comédie, Tous publics ,R,17005332.0,202,warner bros.,,0,2018,etats-unis
899,gang de requins,75000000,110,630561,0,animation, Tous publics ,PG,47604606.0,689,uip,,1,2004,etats-unis
900,gangs of new york,97000000,170,869475,0,drame, Moins de 12 ans ,R,9496870.0,786,snd,,1,2003,etats-unis
901,gangster squad,60000000,113,305704,0,thriller, Moins de 12 ans ,R,17070347.0,450,warner bros.,,0,2013,etats-unis
902,gangsterdam,13522622,100,215260,0,comédie,,,,505,studiocanal,,0,2017,france
903,garden state,2500000,102,134036,0,comédie,,R,1387775.0,109,walt disney pictures,,0,2005,etats-unis
904,garfield 2,60000000,78,294524,1,film familial, Tous publics ,PG,7288977.0,561,20th century fox,,0,2006,etats-unis
905,"garfield, le film",50000000,80,330637,1,film familial,,PG,21727611.0,504,ufd,,0,2004,etats-unis
906,gaspard va au mariage,3070803,103,55175,0,comédie, Tous publics ,,,108,pyramide,,0,2018,france
907,gatsby le magnifique (2013),127000000,143,760438,0,drame, Tous publics ,PG,50087184.0,660,warner bros.,,0,2013,etats-unis
