titre,genres,langue,pays,pegi,duree,annee,director_x,scenaristes,casting_principal,casting_complet,actors,director_y,entrees_fr,nationalite,semaine_fr,studio,title,titre_original,continent
l'exorciste du vatican,"['Horreur', 'Thriller']","['Anglais', 'Italien', 'Espagnol', 'Latin', 'Allemand']",États-Unis,,103,2023,Julius Avery,Julius Avery,"['Julius Avery', 'Scénario', 'Michael Petroni']","['Russell Crowe', 'Daniel Zovatto', 'Alexandra Essoe', 'Franco Nero', 'Peter DeSouza-Feighoney', 'Laurel Marsden', 'Cornell John', ""Ryan O'Grady"", 'Bianca Bardoe', 'Santi Bayón', 'Paloma Bloyd', 'Alessandro Gruttadauria', 'River Hawkins', 'Jordi Collet', 'Carrie Munro', 'Marc Velasco', 'Edward Harper-Jones', 'Matthew Sim']","Russell Crowe,Daniel Zovatto,Alex Essoe","Julius Avery,Evan Spiliotopoulos,Michael Petroni",155555,u.s.a.,10/05/2023,sony pictures releasing france,l'exorciste du vatican,the pope's exorcist,Amérique du Nord
la tête froide,['Drame'],"['Français', 'Italien', 'Anglais']",France,,92,2024,Stéphane Marchetti,Stéphane Marchetti,"['Stéphane Marchetti', 'Stéphane Marchetti', 'Laurette Polmanss']","['Florence Loiret Caille', 'Saabo Balde', 'Jonathan Couzinié', 'Aurélia Petit', 'Marie Narbonne', 'Philippe Frécon', 'Ibrahim Sana', 'Erika Borelli', 'Baya Massamba-wa', 'Cédric Mortreuil', 'Elise Fourneau', 'Benjamin Robert', 'Souleymane Touré', 'Luca Colucci', 'Abdullahi Islaw', 'Robert Chukwukaleo', 'Aida Kante', 'Amy Touré']","Florence Loiret Caille,Saabo Balde,Jonathan Couzinié","Stéphane Marchetti,Stéphane Marchetti,Laurette Polmanss",14547,france,17/01/2024,ufo distribution,la tête froide,pas de titre original,Europe
bonne conduite,"['Comédie', 'Policier']",['Français'],France,Tous publics,96,2023,Jonathan Barré,Jonathan Barré,"['Jonathan Barré', 'Laurent Vayriot', 'Jonathan Barré']","['Laure Calamy', 'Tchéky Karyo', 'Grégoire Ludig', 'David Marsais', 'Thomas Vandenberghe', 'Sixtine Aupetit', 'Olivier Marchal', 'David Salles', 'Rudy Cabrol', 'Alex Ramirès', 'Matthias Quiviger', 'Patrick Hongniat', 'Cécile Lasserre', 'Thomas Combret', 'Morgan Niquet', 'Davy Mourier', 'Marion Creusvaux', 'Julien Pestel']","Laure Calamy,Tchéky Karyo,David Marsais","Jonathan Barré,Laurent Vayriot,Jonathan Barré",71102,france,29/03/2023,pan distribution,bonne conduite,pas de titre original,Europe
mortal kombat,"['Action', 'Aventure', 'Fantastique']","['Anglais', 'Japonais', 'Chinois']",États-Unis,,110,2021,Simon McQuoid,Simon McQuoid,"['Simon McQuoid', 'Scénario', 'Greg Russo']","['Lewis Tan', 'Jessica McNamee', 'Josh Lawson', 'Joe Taslim', 'Mehcad Brooks', 'Matilda Kimber', 'Laura Brent', 'Tadanobu Asano', 'Hiroyuki Sanada', 'Chin Han', 'Ludi Lin', 'Max Huang', 'Sisi Stringer', 'Mel Jarnson', 'Nathan Jones', 'Daniel Nelson', 'Ian Streetz', 'Yukiko Shinohara']","Lewis Tan,Jessica McNamee,Josh Lawson","Simon McQuoid,Greg Russo,Dave Callaham",22515000,u.s.a.,23/04/2021,warner bros. france,mortal kombat,pas de titre original,Amérique du Nord
les pires,"['Comédie', 'Drame']",['Français'],France,Tous publics,99,2022,Lise Akoka,Lise Akoka,"['Lise Akoka', 'Romane Gueret', 'Scénario']","['Mallory Wanecque', 'Timéo Mahaut', 'Johan Heldenbergh', 'Esther Archambault', 'Loïc Pech', 'Mélina Vanderplancke', 'Matthias Jacquin', 'Angélique Gernez', 'Dominique Frot', 'François Creton', 'Carima Amarouche', 'Sophie Bourdon', 'Fabienne Dufour', 'Julien Bodart', 'Cathie Bomy', 'Freddy Boucher', 'Aurore Fay', 'Virginie Cordier']","Mallory Wanecque,Timéo Mahaut,Johan Heldenbergh","Lise Akoka,Romane Gueret,Lise Akoka,Romane Gueret",18915,france,07/12/2022,pyramide distribution,les pires,pas de titre original,Europe
bâtiment 5,['Drame'],"['Français', 'Anglais', 'Arabe', 'Soninké']",France,Tous publics,105,2023,Ladj Ly,Ladj Ly,"['Ladj Ly', 'Scénario', 'Dominique Baumard']","['Anta Diaw', 'Alexis Manenti', 'Aristote Luyindula', 'Steve Tientcheu', 'Aurélia Petit', 'Jeanne Balibar', 'Judy Al Rashi', 'Mohamad Al Rashi', 'Djénéba Diallo', 'Bass Dhem', 'Gladys Chauvellier', 'Nizar Ben Fatma', 'Olivier-Pierre Richard', 'Philippe Collin', 'Stéfan Godin', 'Carima Amarouche', 'Madeleine Baudot', 'François Perache']","Anta Diaw,Alexis Manenti,Aristote Luyindula","Ladj Ly,Ladj Ly,Giordano Gederlini",88788,france,06/12/2023,le pacte,bâtiment 5,pas de titre original,Europe
the first slam dunk,"['Animation', 'Comédie', 'Drame']",['Japonais'],Japon,Tous publics,124,2022,Takehiko Inoue,Takehiko Inoue,"['Takehiko Inoue', 'Scénario', 'Takehiko Inoue']","['Shugo Nakamura', 'Jun Kasama', 'Shinichiro Kamio', 'Subaru Kimura', 'Kenta Miyake', 'Jon Allen', 'Ben Balmaceda', 'Luis Bermudez', 'Paul Castro Jr.', 'David Cui Cui', 'Abby Espiritu', 'Masaya Fukunishi', 'Aaron Goodson', 'Yoshiaki Hasegawa', 'Katsuhisa Hôki', 'Tetsu Inada', 'Ryota Iwasaki', 'Kelsey Jaffer']","Shugo Nakamura,Subaru Kimura,Kenta Miyake","Takehiko Inoue,Takehiko Inoue",33488,japon,26/07/2023,wild bunch distribution,the first slam dunk,pas de titre original,Asie
bones and all,"['Drame', 'Horreur', 'Romantique']",['Anglais'],Italie,,131,2022,Luca Guadagnino,Luca Guadagnino,"['Luca Guadagnino', 'David Kajganich', 'Camille DeAngelis']","['Timothée Chalamet', 'Taylor Russell', 'Mark Rylance', 'Kendle Coffey', 'André Holland', 'Ellie Parker', 'Madeleine Hall', 'Christine Dye', 'Sean Bridgers', 'Anna Cobb', 'David Gordon Green', 'Michael Stuhlbarg', 'Jake Horowitz', 'Marshall Jackson', 'Marcia Dangerfield', 'Jessica Harper', 'Burgess Byrd', 'Chloë Sevigny']","Timothée Chalamet,Taylor Russell,Mark Rylance","Luca Guadagnino,David Kajganich",38761,italie,23/11/2022,warner bros. france,bones and all,pas de titre original,Europe
àma gloria,['Drame'],"['Capverdien', 'Français']",France,Tous publics,83,2023,Marie Amachoukeli-Barsacq,Marie Amachoukeli-Barsacq,"['Marie Amachoukeli-Barsacq', 'Marie Amachoukeli-Barsacq', 'Pauline Guéna']","['Louise Mauroy-Panzani', 'Ilça Moreno Zego', 'Abnara Gomes Varela', 'Fredy Gomes Tavares', 'Arnaud Rebotini', 'Domingos Borges Almeida', 'Marc Lafont', 'Bastien Ehouzan', 'Delfi Rodrigues Dos Sanches', 'Manuel José Sovares', 'Denis Ortega Acevedo', 'Sidney Cardoso']","Louise Mauroy-Panzani,Ilça Moreno Zego,Arnaud Rebotini","Marie Amachoukeli,Marie Amachoukeli",27968,belgique,30/08/2023,pyramide distribution,àma gloria,pas de titre original,Europe
la colline aux cailloux,"['Animation', 'Court-métrage']",['Français'],Suisse,No Pegi,0,2023,Marjolaine Perreten,Marjolaine Perreten,"['Marjolaine Perreten', 'Antoine Lanciaux', 'Marjolaine Perreten']",['No Casting'],,,6517,france,11/10/2023,cinéma public films,la colline aux cailloux,pas de titre original,Europe
le royaume de naya,"['Animation', 'Aventure', 'Comédie']",['Anglais'],Ukraine,Tous publics,99,2023,Oleh Malamuzh,Oleh Malamuzh,"['Oleh Malamuzh', 'Oleksandra Ruban', 'Yevheniy Yermak']","['Sarah Natochenny', 'Marc Thompson', 'Mike Pollock', 'Tyler Bunch', 'Alyson Leigh Rosenfeld', 'Laurie Hymes', 'Eddy Lee', 'Scott Rayow', 'Tom Wayland', 'Nataliya Denisenko', 'Sarah Smithton', 'Elena Kravets', 'Jeffrey Hylton', 'Nataliya Sumskaya', 'Katya Osadcha', 'Oleg Skripka', 'Mykhailo Khoma', 'Nazar Zadneprovskiy']","Nataliya Denisenko,Artem Pivovarov,Elena Kravets","Oleh Malamuzh,Oleksandra Ruban,Yaroslav Voytseshek",163496,ukraine,29/03/2023,kmbo,le royaume de naya,mavka. lisova pisnya,Europe
kandahar,"['Action', 'Thriller']","['Anglais', 'Persan', 'Arabe']",États-Unis,R,119,2023,Ric Roman Waugh,Ric Roman Waugh,"['Ric Roman Waugh', 'Mitchell LaFortune', 'Casting principal']","['Tom Rhys Harries', 'Farhad Bagheri', 'Gerard Butler', 'Mitchell LaFortune', 'Mark Arnold', 'Nina Toussaint-White', 'Bahador Foladi', 'Rebecca Calder', 'Olivia-Mai Barrett', 'Navid Negahban', ""Akbar 'Akki' Mollen"", 'Alex Baynes', 'Travis Fimmel', 'Vassilis Koukalani', 'Hakeem Jomah', 'Ali Fazal', 'Fouad Hakeem', 'Ravi Aujla']","Gerard Butler,Navid Negahban,Travis Fimmel","Ric Roman Waugh,Mitchell LaFortune",2410000,u.s.a.,26/05/2023,,kandahar,pas de titre original,Amérique du Nord
la fracture,"['Drame', 'Mystère', 'Thriller']",['Anglais'],États-Unis,,99,2019,Brad Anderson,Brad Anderson,"['Brad Anderson', 'Alan B. McElroy', 'Casting principal']","['Sam Worthington', 'Lily Rabe', 'Lucy Capri', 'Adjoa Andoh', 'Stephen Tobolowsky', 'Lauren Cochrane', 'Shane Dean', 'Chris Sigurdson', 'Chad Bruce', 'Gabriel Daniels', 'Stephanie Sy', 'Marina Stephenson Kerr', 'Dorothy Carroll', 'Erik Athavale', 'Natalie Malaika', 'Muriel Hogue', 'Eric Roesler-Yue', 'Liberty Des Roches']","Valeria Bruni Tedeschi,Marina Foïs,Pio Marmaï","Catherine Corsini,Catherine Corsini",114592,france,27/10/2021,le pacte,la fracture,pas de titre original,Amérique du Nord
uncharted,"['Action', 'Aventure']","['Anglais', 'Espagnol', 'Latin']",États-Unis,Tous publics,116,2022,Ruben Fleischer,Ruben Fleischer,"['Ruben Fleischer', 'Scénario', 'Rafe Judkins']","['Tom Holland', 'Mark Wahlberg', 'Antonio Banderas', 'Sophia Ali', 'Tati Gabrielle', 'Steven Waddington', 'Pingi Moli', 'Tiernan Jones', 'Rudy Pankow', 'Jesús Evita', 'Georgia Goodman', 'Diarmaid Murtagh', 'Joseph Balderrama', 'Serena Posadino', 'Alana Boden', 'Jonathan Failla', 'Anthony Thomas', 'Peter Seaton-Clark']","Tom Holland,Mark Wahlberg,Sophia Ali","Ruben Fleischer,Rafe Judkins,Art Marcum",955650,u.s.a.,16/02/2022,sony pictures releasing france,uncharted,pas de titre original,Amérique du Nord
insidious: the red door,"['Horreur', 'Mystère', 'Thriller']",['Anglais'],États-Unis,,107,2023,Patrick Wilson,Patrick Wilson,"['Patrick Wilson', 'Scénario', 'Leigh Whannell']","['Ty Simpkins', 'Patrick Wilson', 'Rose Byrne', 'Sinclair Daniel', 'Hiam Abbass', 'Andrew Astor', 'Juliana Davies', 'Steve Coulter', 'Peter Dager', 'Justin Sturgis', 'Joseph Bishara', 'David Call', 'Stephen Gray', 'Robin S. Walker', 'Leigh Whannell', 'Angus Sampson', 'Lin Shaye', 'Bridget Kim']","Patrick Wilson,Rose Byrne,Ty Simpkins","Patrick Wilson,Scott Teems",306107,u.s.a.,05/07/2023,sony pictures releasing france,insidious: the red door,pas de titre original,Amérique du Nord
nomadland,['Drame'],['Anglais'],États-Unis,Tous publics,107,2020,Chloé Zhao,Chloé Zhao,"['Chloé Zhao', 'Chloé Zhao', 'Jessica Bruder']","['Frances McDormand', 'David Strathairn', 'Linda May', 'Gay DeForest', 'Patricia Grier', 'Angela Reyes', 'Carl R. Hughes', 'Douglas G. Soul', 'Ryan Aquino', 'Teresa Buchanan', 'Karie Lynn McDermott Wilder', 'Brandy Wilber', 'Makenzie Etcheverry', 'Bob Wells', 'Annette Webb', 'Rachel Bannon', 'Charlene Swankie', 'Bryce Bedsworth']","Frances McDormand,David Strathairn,Gay DeForest","Chloé Zhao,Chloé Zhao",125027,u.s.a.,09/06/2021,the walt disney company france,nomadland,pas de titre original,Amérique du Nord
à plein temps,['Drame'],['Français'],France,Tous publics,88,2021,Eric Gravel,Eric Gravel,"['Eric Gravel', 'Eric Gravel', 'Casting principal']","['Laure Calamy', 'Anne Suarez', 'Geneviève Mnich', 'Nolan Arizmendi', 'Sasha Lemaitre Cremaschi', 'Cyril Gueï', 'Lucie Gallo', 'Agathe Dronne', 'Mathilde Weil', 'Dana Fiaque', ""Mareme N'Diaye"", 'Olivier Faliez', 'Irina Muluile', 'Aymeline Alix', 'Carima Amarouche', 'Evelyne El Garby Klaï', 'Céline Perra', 'Nazareth Agopian']","Laure Calamy,Anne Suarez,Geneviève Mnich","Eric Gravel,Eric Gravel",100254,france,16/03/2022,haut et court,à plein temps,pas de titre original,Europe
le lycéen,['Drame'],['Français'],France,Tous publics avec avertissement,122,2022,Christophe Honoré,Christophe Honoré,"['Christophe Honoré', 'Christophe Honoré', 'Casting principal']","['Paul Kircher', 'Vincent Lacoste', 'Juliette Binoche', 'Erwan Kepoa Falé', 'Adrien Casse', 'Anne Kessler', 'Elliot Jenicot', 'Pascal Cervo', 'Lawa Fauquet', 'Matéo Demurtas', 'Christophe Honoré', 'Antoine Matanovic', 'Lancelot Jardin', 'Milo Laudenbach', 'Thomas Regnard', 'Wilfried Capet', 'Jean-Philippe Salerio', 'Raphaël Defour']","Paul Kircher,Vincent Lacoste,Juliette Binoche","Christophe Honoré,Christophe Honoré",40106,france,30/11/2022,memento distribution,le lycéen,pas de titre original,Europe
les têtes givrées,['Comédie'],['Français'],France,Tous publics,102,2022,Stéphane Cazes,Stéphane Cazes,"['Stéphane Cazes', 'Stéphane Cazes', 'Isabelle Fontaine']","['Clovis Cornillac', 'Claudia Tagbo', 'Maïssa Diawara', 'Louis Durant', 'Bétina Flender', 'Anthony Guignard', 'Raphaël Lemelle', 'Malonn Lévana', 'Marwa Merdjet Yahia', 'Shirel Nataf', 'Matteo Salamone', 'Eva Pollet-Villard', 'Gaël Langouët', 'Laurent Bateau', 'Laure Desécures', 'Nicolas Corbett', 'Elmo Fontanille', 'Amandine Longeac']","Clovis Cornillac,Claudia Tagbo,Malonn Lévana","Stéphane Cazes,Stéphane Cazes,Isabelle Fontaine",61469,france,08/02/2023,ugc distribution / tf1 studio,les têtes givrées,pas de titre original,Europe
pearl,"['Drame', 'Horreur', 'Thriller']","['Anglais', 'Allemand']",États-Unis,R,103,2022,Ti West,Ti West,"['Ti West', 'Scénario', 'Ti West']","['Mia Goth', 'David Corenswet', 'Tandi Wright', 'Matthew Sunderland', 'Emma Jenkins-Purro', 'Alistair Sewell', 'Amelia Reid', 'Gabe McDonnell', 'Lauren Stewart', 'Todd Rippon', 'Grace Acheson']","Mia Goth,David Corenswet,Tandi Wright","Ti West,Mia Goth,Ti West",3124600,canada,16/09/2022,1 nomination,pearl,pas de titre original,Amérique du Nord
dumb money,"['Biographique', 'Comédie', 'Drame']",['Anglais'],États-Unis,R,105,2023,Craig Gillespie,Craig Gillespie,"['Craig Gillespie', 'Lauren Schuker Blum', 'Rebecca Angelo']","['Paul Dano', 'Pete Davidson', ""Vincent D'Onofrio"", 'America Ferrera', ""Myha'la"", 'Nick Offerman', 'Anthony Ramos', 'Seth Rogen', 'Talia Ryder', 'Sebastian Stan', 'Shailene Woodley', 'Kate Burton', 'Clancy Brown', 'Rushi Kota', 'Larry Owens', 'Dane DeHaan', 'Olivia Thirlby', 'Andrea Cárdenas']","Paul Dano,Pete Davidson,Vincent D'Onofrio","Craig Gillespie,Lauren Schuker Blum,Rebecca Angelo",24125,u.s.a.,29/11/2023,metropolitan filmexport,dumb money,pas de titre original,Amérique du Nord
délicieux,"['Comédie', 'Drame', 'Historique']",['Français'],France,Tous publics,112,2021,Éric Besnard,Éric Besnard,"['Éric Besnard', 'Éric Besnard', 'Nicolas Boukhrief']","['Grégory Gadebois', 'Isabelle Carré', 'Benjamin Lavernhe', 'Guillaume de Tonquédec', 'Christian Bouillette', 'Lorenzo Lefèbvre', 'Marie-Julie Baup', 'Laurent Bateau', 'Manon Combes', 'Félix Fournier', 'Christophe Rossignon', 'François De Brauer', 'Jérémy Lopez', 'Antoine Gouy', 'Benjamin Lhommas', 'Chloé Astor', 'Louise Rossignon', 'Gilles Privat']","Grégory Gadebois,Isabelle Carré,Benjamin Lavernhe","Eric Besnard,Eric Besnard,Nicolas Boukhrief",130477,france,08/09/2021,snd,délicieux,pas de titre original,Europe
sages-femmes,['Drame'],['Français'],France,,99,2023,Léa Fehner,Léa Fehner,"['Léa Fehner', 'Léa Fehner', 'Catherine Paillé']","['Khadija Kouyaté', 'Héloïse Janjaud', 'Myriem Akheddiou', 'Quentin Vernede', 'Tarik Kariouh', 'Lucie Mancipoz', 'Marine Gesbert', 'Fleur Fitoussi', 'Marushka Jury', 'Simon Roth', 'Toulou Kiki', 'Richard Le Gall', 'Chloé Sarrat', 'Quentin Quignon', 'Cécilia Mazzeo', 'Sharmila Naudou', 'Clara Cirera', 'Manuel Ulloa Colonia']","Héloïse Janjaud,Khadija Kouyaté,Myriem Akheddiou","Léa Fehner,Léa Fehner,Catherine Paillé",1038,france,30/08/2023,geko films,sages-femmes,,Europe
une affaire d'honneur,['Drame'],['Français'],France,,101,2023,Vincent Perez,Vincent Perez,"['Vincent Perez', 'Scénario', 'Vincent Perez']","['Roschdy Zem', 'Doria Tillier', 'Guillaume Gallienne', 'Damien Bonnard', 'Vincent Perez', 'Noham Edje', 'Pepe Lorente', 'Myriem Akheddiou', 'Eva Danino', 'Iman Perez', 'Manda Touré', 'Franck Micque', 'Raphaël Magnabosco', 'Luc-Antoine Diquéro', 'Sébastien Rajon', 'Cédric Moreau', 'Pierre Rambaldi', 'Christian Sinniger']","Roschdy Zem,Doria Tillier,Guillaume Gallienne","Vincent Perez,Vincent Perez,Karine Silla",52681,france,03/01/2024,gaumont distribution,une affaire d'honneur,pas de titre original,Europe
trigger point,"['Action', 'Policier', 'Drame']",['Anglais'],Royaume-Uni,,0,Série télévisée,Création,Création,"['Création', 'Daniel Brierley', 'Casting principal']","['Vicky McClure', 'Eric Shango', 'Nabil Elouahabi', 'Kerry Godliman', 'Mark Stanley', 'Kevin Eldon', 'Cal MacAninch', 'Kris Hitchen', 'Tom Stokes', 'Tamzin Griffin', 'Julian Ovenden', 'Natalie Simpson', 'Maanuv Thiara', 'Gavin Sibson', 'Gwynfor Jones', 'Manjinder Virk', 'Bethan Cullinane', 'Tomiwa Edun']","Barry Pepper,Laura Vandervoort,Colm Feore","Brad Turner,Michael Vickerman",29262,canada,16/04/2021,,trigger point,pas de titre original,Europe
le monde après nous,"['Drame', 'Mystère', 'Thriller']",['Anglais'],États-Unis,R,138,2023,Sam Esmail,Sam Esmail,"['Sam Esmail', 'Rumaan Alam', 'Sam Esmail']","['Julia Roberts', 'Mahershala Ali', 'Ethan Hawke', ""Myha'la"", 'Farrah Mackenzie', 'Charlie Evans', 'Kevin Bacon', 'Alexis Rae Forlenza', 'Vanessa Aspillaga', 'Josh Drennen', 'Erica Cho', 'Orli Gottesman', 'Pavel Frolov', 'Jesse King', 'Kevin Kenny', 'Alex Barber', 'Madison Jessica Bennett', 'Sebastian Deerkop']","Aurélien Gabrielli,Louise Chevillotte,Saadia Bentaïeb","Louda Ben Salah-Cazanas,Louda Ben Salah-Cazanas",11831,france,20/04/2022,tandem,le monde après nous,pas de titre original,Amérique du Nord
demon slayer : kimetsu no yaiba - en route pour le village des forgerons,"['Animation', 'Action', 'Aventure']",['Japonais'],Japon,Tous publics,110,2023,Haruo Sotozaki,Haruo Sotozaki,"['Haruo Sotozaki', 'Koyoharu Gotouge', 'Casting principal']","['Zach Aguilar', 'Laila Berzins', 'Kira Buckland', 'Reba Buhr', 'Griffin Burns', 'Christine Marie Cabanos', 'Ray Chase', 'Greg Chun', 'Amber Lee Connors', 'Robbie Daymond', 'Lucien Dodge', 'Yuri Ehara', 'Stephen Fu', 'Makoto Furukawa', 'Toshio Furukawa', 'Natsuki Hanae', 'Kana Hanazawa', 'Kazuhiko Inoue']","Toshio Furukawa,Natsuki Hanae,Kana Hanazawa","Haruo Sotozaki,Koyoharu Gotouge",109154,japon,22/02/2023,cgr events,demon slayer : kimetsu no yaiba - en route pour le village des forgerons,"kimetsu no yaiba - jogen shuketsu, soshite katanakaji no sato e",Asie
divertimento,"['Biographique', 'Drame', 'Musical']",['Français'],France,Tous publics,110,2022,Marie-Castille Mention-Schaar,Marie-Castille Mention-Schaar,"['Marie-Castille Mention-Schaar', 'Clara Bourreau', 'Marie-Castille Mention-Schaar']","['Oulaya Amamra', 'Lina El Arabi', 'Niels Arestrup', 'Zinedine Soualem', 'Nadia Kaci', 'Laurent Cirade', 'Martin Chapoutot', 'Louis-Damien Kapfer', 'Salomé Desnoues', 'Aurélien Carbou', 'Léonard Louf', 'Jonas Ben Ahmed', 'Victor Burgard', 'Blandine Laignel', 'Louise Legendre', 'Martin Gillis', 'Adèle Théveneau', 'Rémi Lecomte']","Oulaya Amamra,Lina El Arabi,Niels Arestrup","Marie-Castille Mention-Schaar,Marie-Castille Mention-Schaar,Clara Bourreau",80541,france,25/01/2023,le pacte,divertimento,pas de titre original,Europe
pattie et la colère de poséidon,"['Animation', 'Aventure', 'Comédie']","['Français', 'Espagnol', 'Italien']",France,Tous publics,95,2022,David Alaux,David Alaux,"['David Alaux', 'David Alaux', 'Eric Tosti']","['Kaycie Chase', 'Christophe Lemoine', 'Emmanuel Curtil', 'Michel Tureau', 'Frantz Confiac', 'Jérôme Pauwels', 'Barbara Tissier', 'Paul Borne', 'Emmanuel Garijo', 'Valérie Siclay', 'Julien Bouanich', 'Serge Biavan', 'Pascal Casanova', 'Céline Montsarrat', 'Aloïs Le Labourier Tiêu', 'Juliette Davis', 'Magali Rosenzweig', 'Tom Trouffier']","Kaycie Chase,Christophe Lemoine,Emmanuel Curtil","David Alaux,Eric Tosti,Jean-François Tosti,David Alaux,Eric Tosti",210409,france,25/01/2023,apollo films,pattie et la colère de poséidon,pas de titre original,Europe
le syndrome des amours passées,"['Comédie', 'Drame']","['Français', 'Anglais']",Belgique,Tous publics,89,2023,Raphaël Balboni,Raphaël Balboni,"['Raphaël Balboni', 'Ann Sirot', 'Raphaël Balboni']","['Lucie Debay', 'Lazare Gousseau', 'Vincent Lecuyer', 'Andrea Romano', 'Tarek Halaby', 'Nora Hamzawi', 'Ninon Borsei', 'Frank Onana', 'Florence Loiret Caille', 'Youri Dirkx', 'Ana Rodriguez', 'Annette Gatta', 'Souâd Toughrai', 'Douglas Grauwels', 'Alice Dutoit', 'Colline Etienne', 'Elena Maccioni', 'Hervé Piron']","Lucie Debay,Lazare Gousseau,Florence Loiret Caille","Ann Sirot,Raphaël Balboni,Ann Sirot,Raphaël Balboni",9833,belgique,25/10/2023,kmbo,le syndrome des amours passées,pas de titre original,Europe
les volets verts,['Drame'],['Français'],France,Tous publics,98,2022,Jean Becker,Jean Becker,"['Jean Becker', 'Scénario', 'Jean-Loup Dabadie']","['Gérard Depardieu', 'Fanny Ardant', 'Benoît Poelvoorde', 'Stéfi Celma', 'Anouk Grinberg', 'Fred Testot', 'Naomi Kingue Johnson', 'Jean-Luc Porraz', 'Tom Rivoire', 'Didier Flamand', 'David Olivier Fischer', 'Marc Andréoni', 'Marie Matheron', 'Sabine Rosoli', 'Philippe Brigaud', 'Pierre Samuel', 'Arnaud Baillet', 'Jean-Olivier Tedesco']","Gérard Depardieu,Fanny Ardant,Benoît Poelvoorde","Jean Becker,Jean-Loup Dabadie",150419,france,24/08/2022,arp sélection,les volets verts,pas de titre original,Europe
