actors,budget,compositor,country,date,director,first_week_entries,franchise,genre,producer,remake,studio,title,url
"
                            Cate Blanchett,
                            Robert Redford,
                            Dennis Quaid",,Brian Tyler,Etats-Unis,  06/04/2016,,59 310,,Drame,,,"
                Warner Bros.","
                            Truth : Le Prix de la vérité",https://www.jpbox-office.com/fichfilm.php?id=15469&view=2
"
                            Cate Blanchett,
                            Robert Redford,
                            Dennis Quaid",9 600 000 $,Brian Tyler,Etats-Unis,  06/04/2016,,59 310,,Drame,,,"
                Warner Bros.","
                            Truth : Le Prix de la vérité",https://www.jpbox-office.com/fichfilm.php?id=15469&view=2
"
                            Léa Drucker",,,France,  13/09/2023,,58 358,,Thriller,,,"
                Pyramide","
                            L'Été dernier",https://www.jpbox-office.com/fichfilm.php?id=23152&view=2
"
                            Léa Drucker",? €,,France,  13/09/2023,,58 358,,Thriller,,,"
                Pyramide","
                            L'Été dernier",https://www.jpbox-office.com/fichfilm.php?id=23152&view=2
,7 500 000 $,,Etats-Unis,  24/02/2010,,58 393,,Drame,,,"
                Metropolitan","
                            Une éducation",https://www.jpbox-office.com/fichfilm.php?id=11029&view=2
"
                            Rosamund Pike,
                            Emma Thompson",7 500 000 $,,Etats-Unis,  24/02/2010,,58 393,,Drame,,,"
                Metropolitan","
                            Une éducation",https://www.jpbox-office.com/fichfilm.php?id=11029&view=2
,? $,,Corée du Sud,  29/09/2004,,57 627,,Thriller,,Remake,"
                Bac Films","
                            Old Boy",https://www.jpbox-office.com/fichfilm.php?id=1221&view=2
,30 000 000 $,,Etats-Unis,  15/01/2003,,58 549,,Thriller,,,"
                -","
                            Mauvais piège",https://www.jpbox-office.com/fichfilm.php?id=1941&view=2
,? $,,Etats-Unis,  13/12/2023,"
                                    Alexander Payne",57 639,,Comédie dramatique,,,"
                Universal","
                            Winter Break",https://www.jpbox-office.com/fichfilm.php?id=23283&view=2
,? $,,Etats-Unis,  15/11/2017,,57 606,,Drame,,,"
                Metropolitan","
                            Le Musée des merveilles",https://www.jpbox-office.com/fichfilm.php?id=17433&view=2
,11 000 000 $,,Etats-Unis,  06/04/2005,"
                                    Bill Condon",57 718,,Drame,,,"
                Pyramide","
                            Dr. Kinsey",https://www.jpbox-office.com/fichfilm.php?id=1241&view=2
"
                            Paul Giamatti",? $,,Etats-Unis,  13/12/2023,"
                                    Alexander Payne",57 639,,Comédie dramatique,,,"
                Universal","
                            Winter Break",https://www.jpbox-office.com/fichfilm.php?id=23283&view=2
,? $,,Grande-Bretagne,  15/10/2008,,57 717,,Documentaire,,,"
                Wild Bunch","
                            La Famille Suricate",https://www.jpbox-office.com/fichfilm.php?id=10402&view=2
,30 000 000 $,,Etats-Unis,  20/04/2022,,57 763,,Comédie,,,"
                Metropolitan","
                            Un talent en or massif",https://www.jpbox-office.com/fichfilm.php?id=21349&view=2
"
                            Guillaume Canet",? $,,Grande-Bretagne,  15/10/2008,,57 717,,Documentaire,,,"
                Wild Bunch","
                            La Famille Suricate",https://www.jpbox-office.com/fichfilm.php?id=10402&view=2
,15 000 000 $,,Etats-Unis,  27/04/2016,"
                                    Jay Roach",57 651,,Drame,,,"
                UGC Distribution","
                            Dalton Trumbo",https://www.jpbox-office.com/fichfilm.php?id=15498&view=2
"
                            Nicolas Cage,
                            Pedro Pascal",30 000 000 $,,Etats-Unis,  20/04/2022,,57 763,,Comédie,,,"
                Metropolitan","
                            Un talent en or massif",https://www.jpbox-office.com/fichfilm.php?id=21349&view=2
"
                            Bryan Cranston,
                            Diane Lane,
                            Elle Fanning,
                            John Goodman,
                            Helen Mirren",15 000 000 $,,Etats-Unis,  27/04/2016,"
                                    Jay Roach",57 651,,Drame,,,"
                UGC Distribution","
                            Dalton Trumbo",https://www.jpbox-office.com/fichfilm.php?id=15498&view=2
"
                            Liam Neeson,
                            Chris O'Donnell",11 000 000 $,,Etats-Unis,  06/04/2005,"
                                    Bill Condon",57 718,,Drame,,,"
                Pyramide","
                            Dr. Kinsey",https://www.jpbox-office.com/fichfilm.php?id=1241&view=2
"
                            Julianne Moore",? $,,Etats-Unis,  15/11/2017,,57 606,,Drame,,,"
                Metropolitan","
                            Le Musée des merveilles",https://www.jpbox-office.com/fichfilm.php?id=17433&view=2
"
                            Kevin Bacon,
                            Charlize Theron,
                            Dakota Fanning",30 000 000 $,,Etats-Unis,  15/01/2003,,58 549,,Thriller,,,"
                -","
                            Mauvais piège",https://www.jpbox-office.com/fichfilm.php?id=1941&view=2
"
                            Jack Black,
                            Tim Robbins,
                            John Cusack,
                            Catherine Zeta Jones",,Howard Shore,Etats-Unis,  06/09/2000,"
                                    Stephen Frears",57 785,,Romance,,,"
                GBVI","
                            High Fidelity",https://www.jpbox-office.com/fichfilm.php?id=2534&view=2
"
                            Jack Black,
                            Tim Robbins,
                            John Cusack,
                            Catherine Zeta Jones",20 000 000 $,Howard Shore,Etats-Unis,  06/09/2000,"
                                    Stephen Frears",57 785,,Romance,,,"
                GBVI","
                            High Fidelity",https://www.jpbox-office.com/fichfilm.php?id=2534&view=2
,? $,,Etats-Unis,  23/02/2005,,56 020,,Thriller,,,"
                Metropolitan","
                            Final Cut (2005)",https://www.jpbox-office.com/fichfilm.php?id=1243&view=2
,? $,,Grande-Bretagne,  14/09/2022,,56 893,,Comédie,,,"
                Walt Disney Pictures","
                            Coup de théâtre",https://www.jpbox-office.com/fichfilm.php?id=22299&view=2
"
                            Adrien Brody,
                            Sam Rockwell",? $,,Grande-Bretagne,  14/09/2022,,56 893,,Comédie,,,"
                Walt Disney Pictures","
                            Coup de théâtre",https://www.jpbox-office.com/fichfilm.php?id=22299&view=2
,3 000 000 $,,Grande-Bretagne,  10/06/1998,,56 926,,Romance,,,"
                AMLF","
                            Shooting Fish",https://www.jpbox-office.com/fichfilm.php?id=3135&view=2
,? $,,Etats-Unis,  12/08/2020,,56 109,,Science Fiction,,,"
                Condor Distribution","
                            Light of my Life",https://www.jpbox-office.com/fichfilm.php?id=19717&view=2
,3 500 000 €,,France,  05/10/2022,,56 107,,Drame,,,"
                The Jokers / Les Bookmakers","
                            L'Origine du mal",https://www.jpbox-office.com/fichfilm.php?id=22388&view=2
"
                            Casey Affleck",? $,,Etats-Unis,  12/08/2020,,56 109,,Science Fiction,,,"
                Condor Distribution","
                            Light of my Life",https://www.jpbox-office.com/fichfilm.php?id=19717&view=2
"
                            Laure Calamy",3 500 000 €,,France,  05/10/2022,,56 107,,Drame,,,"
                The Jokers / Les Bookmakers","
                            L'Origine du mal",https://www.jpbox-office.com/fichfilm.php?id=22388&view=2
,? $,,Etats-Unis,  09/05/2007,"
                                    Curtis Hanson",56 342,,Drame,,,"
                Warner Bros.","
                            Lucky You",https://www.jpbox-office.com/fichfilm.php?id=98&view=2
"
                            Eric Bana,
                            Drew Barrymore,
                            Robert Duvall,
                            Robert Downey Jr",? $,,Etats-Unis,  09/05/2007,"
                                    Curtis Hanson",56 342,,Drame,,,"
                Warner Bros.","
                            Lucky You",https://www.jpbox-office.com/fichfilm.php?id=98&view=2
,7 200 000 €,,France,  18/09/2019,"
                                    Nicolas Boukhrief",56 258,,Drame,,,"
                Gaumont","
                            Trois jours et une vie",https://www.jpbox-office.com/fichfilm.php?id=19596&view=2
"
                            Charles Berling,
                            Sandrine Bonnaire,
                            Philippe Torreton",7 200 000 €,,France,  18/09/2019,"
                                    Nicolas Boukhrief",56 258,,Drame,,,"
                Gaumont","
                            Trois jours et une vie",https://www.jpbox-office.com/fichfilm.php?id=19596&view=2
"
                            Christian Bale",,,Etats-Unis,  10/01/2007,,55 466,,Thriller,,,"
                SND","
                            Bad Times",https://www.jpbox-office.com/fichfilm.php?id=536&view=2
,50 000 000 $,,Etats-Unis,  19/07/2006,"
                                    Barry Sonnenfeld",55 491,,Comédie,,,"
                Gaumont Sony","
                            Camping car",https://www.jpbox-office.com/fichfilm.php?id=522&view=2
